DATE,GAME,YEAR,HOME/VISITOR,TEAM,POINTS,RESULT,PT_DIFF,PTS ALLOWED,OPPONENT
2015-02-21,TOR @ HOU,2015,VISITOR,TOR,76,L,-22,98,HOU
2015-02-22,ATL @ MIL,2015,HOME,MIL,86,L,-11,97,ATL
2015-02-22,ATL @ MIL,2015,VISITOR,ATL,97,W,11,86,MIL
2015-02-22,BOS @ LAL,2015,HOME,LAL,118,W,7,111,BOS
2015-02-22,BOS @ LAL,2015,VISITOR,BOS,111,L,-7,118,LAL
2015-02-22,CHA @ DAL,2015,HOME,DAL,92,W,11,81,CHA
2015-02-22,CHA @ DAL,2015,VISITOR,CHA,81,L,-11,92,DAL
2015-02-22,CLE @ NYK,2015,HOME,NYK,83,L,-18,101,CLE
2015-02-22,CLE @ NYK,2015,VISITOR,CLE,101,W,18,83,NYK
2015-02-22,DEN @ OKC,2015,HOME,OKC,119,W,25,94,DEN
2015-02-22,DEN @ OKC,2015,VISITOR,DEN,94,L,-25,119,OKC
2015-02-22,GSW @ IND,2015,HOME,IND,104,W,6,98,GSW
2015-02-22,GSW @ IND,2015,VISITOR,GSW,98,L,-6,104,IND
2015-02-22,MEM @ POR,2015,HOME,POR,92,L,-6,98,MEM
2015-02-22,MEM @ POR,2015,VISITOR,MEM,98,W,6,92,POR
2015-02-22,PHI @ ORL,2015,HOME,ORL,103,W,5,98,PHI
2015-02-22,PHI @ ORL,2015,VISITOR,PHI,98,L,-5,103,ORL
2015-02-22,WAS @ DET,2015,HOME,DET,106,W,17,89,WAS
2015-02-22,WAS @ DET,2015,VISITOR,WAS,89,L,-17,106,DET
2015-02-23,BKN @ DEN,2015,HOME,DEN,82,L,-28,110,BKN
2015-02-23,BKN @ DEN,2015,VISITOR,BKN,110,W,28,82,DEN
2015-02-23,BOS @ PHO,2015,HOME,PHO,110,L,-5,115,BOS
2015-02-23,BOS @ PHO,2015,VISITOR,BOS,115,W,5,110,PHO
2015-02-23,MEM @ LAC,2015,HOME,LAC,87,L,-3,90,MEM
2015-02-23,MEM @ LAC,2015,VISITOR,MEM,90,W,3,87,LAC
2015-02-23,MIL @ CHI,2015,HOME,CHI,87,W,16,71,MIL
2015-02-23,MIL @ CHI,2015,VISITOR,MIL,71,L,-16,87,CHI
2015-02-23,MIN @ HOU,2015,HOME,HOU,113,W,11,102,MIN
2015-02-23,MIN @ HOU,2015,VISITOR,MIN,102,L,-11,113,HOU
2015-02-23,PHI @ MIA,2015,HOME,MIA,119,W,11,108,PHI
2015-02-23,PHI @ MIA,2015,VISITOR,PHI,108,L,-11,119,MIA
2015-02-23,SAS @ UTA,2015,HOME,UTA,90,W,9,81,SAS
2015-02-23,SAS @ UTA,2015,VISITOR,SAS,81,L,-9,90,UTA
2015-02-23,TOR @ NOP,2015,HOME,NOP,100,W,3,97,TOR
2015-02-23,TOR @ NOP,2015,VISITOR,TOR,97,L,-3,100,NOP
2015-02-24,CLE @ DET,2015,HOME,DET,93,L,-9,102,CLE
2015-02-24,CLE @ DET,2015,VISITOR,CLE,102,W,9,93,DET
2015-02-24,GSW @ WAS,2015,HOME,WAS,107,L,-7,114,GSW
2015-02-24,GSW @ WAS,2015,VISITOR,GSW,114,W,7,107,WAS
2015-02-24,IND @ OKC,2015,HOME,OKC,105,W,13,92,IND
2015-02-24,IND @ OKC,2015,VISITOR,IND,92,L,-13,105,OKC
2015-02-24,TOR @ DAL,2015,HOME,DAL,99,W,7,92,TOR
2015-02-24,TOR @ DAL,2015,VISITOR,TOR,92,L,-7,99,DAL
2015-02-25,BKN @ NOP,2015,HOME,NOP,102,W,6,96,BKN
2015-02-25,BKN @ NOP,2015,VISITOR,BKN,96,L,-6,102,NOP
2015-02-25,CHA @ CHI,2015,HOME,CHI,86,L,-12,98,CHA
2015-02-25,CHA @ CHI,2015,VISITOR,CHA,98,W,12,86,CHI
2015-02-25,DAL @ ATL,2015,HOME,ATL,104,W,17,87,DAL
2015-02-25,DAL @ ATL,2015,VISITOR,DAL,87,L,-17,104,ATL
2015-02-25,LAC @ HOU,2015,HOME,HOU,110,W,5,105,LAC
2015-02-25,LAC @ HOU,2015,VISITOR,LAC,105,L,-5,110,HOU
2015-02-25,LAL @ UTA,2015,HOME,UTA,97,L,-3,100,LAL
2015-02-25,LAL @ UTA,2015,VISITOR,LAL,100,W,3,97,UTA
2015-02-25,MEM @ SAC,2015,HOME,SAC,102,W,12,90,MEM
2015-02-25,MEM @ SAC,2015,VISITOR,MEM,90,L,-12,102,SAC
2015-02-25,MIA @ ORL,2015,HOME,ORL,90,L,-3,93,MIA
2015-02-25,MIA @ ORL,2015,VISITOR,MIA,93,W,3,90,ORL
2015-02-25,NYK @ BOS,2015,HOME,BOS,115,W,21,94,NYK
2015-02-25,NYK @ BOS,2015,VISITOR,NYK,94,L,-21,115,BOS
2015-02-25,PHI @ MIL,2015,HOME,MIL,104,W,16,88,PHI
2015-02-25,PHI @ MIL,2015,VISITOR,PHI,88,L,-16,104,MIL
2015-02-25,PHO @ DEN,2015,HOME,DEN,96,L,-14,110,PHO
2015-02-25,PHO @ DEN,2015,VISITOR,PHO,110,W,14,96,DEN
2015-02-25,SAS @ POR,2015,HOME,POR,111,W,16,95,SAS
2015-02-25,SAS @ POR,2015,VISITOR,SAS,95,L,-16,111,POR
2015-02-25,WAS @ MIN,2015,HOME,MIN,97,W,20,77,WAS
2015-02-25,WAS @ MIN,2015,VISITOR,WAS,77,L,-20,97,MIN
2015-02-26,GSW @ CLE,2015,HOME,CLE,110,W,11,99,GSW
2015-02-26,GSW @ CLE,2015,VISITOR,GSW,99,L,-11,110,CLE
2015-02-26,OKC @ PHO,2015,HOME,PHO,117,W,4,113,OKC
2015-02-26,OKC @ PHO,2015,VISITOR,OKC,113,L,-4,117,PHO
2015-02-27,BKN @ HOU,2015,HOME,HOU,102,W,4,98,BKN
2015-02-27,BKN @ HOU,2015,VISITOR,BKN,98,L,-4,102,HOU
2015-02-27,CHA @ BOS,2015,HOME,BOS,106,W,8,98,CHA
2015-02-27,CHA @ BOS,2015,VISITOR,CHA,98,L,-8,106,BOS
2015-02-27,CLE @ IND,2015,HOME,IND,93,W,7,86,CLE
2015-02-27,CLE @ IND,2015,VISITOR,CLE,86,L,-7,93,IND
2015-02-27,GSW @ TOR,2015,HOME,TOR,89,L,-24,113,GSW
2015-02-27,GSW @ TOR,2015,VISITOR,GSW,113,W,24,89,TOR
2015-02-27,LAC @ MEM,2015,HOME,MEM,79,L,-18,97,LAC
2015-02-27,LAC @ MEM,2015,VISITOR,LAC,97,W,18,79,MEM
2015-02-27,MIA @ NOP,2015,HOME,NOP,104,W,2,102,MIA
2015-02-27,MIA @ NOP,2015,VISITOR,MIA,102,L,-2,104,NOP
2015-02-27,MIL @ LAL,2015,HOME,LAL,101,W,8,93,MIL
2015-02-27,MIL @ LAL,2015,VISITOR,MIL,93,L,-8,101,LAL
2015-02-27,MIN @ CHI,2015,HOME,CHI,96,W,7,89,MIN
2015-02-27,MIN @ CHI,2015,VISITOR,MIN,89,L,-7,96,CHI
2015-02-27,NYK @ DET,2015,HOME,DET,115,L,-6,121,NYK
2015-02-27,NYK @ DET,2015,VISITOR,NYK,121,W,6,115,DET
2015-02-27,OKC @ POR,2015,HOME,POR,115,W,3,112,OKC
2015-02-27,OKC @ POR,2015,VISITOR,OKC,112,L,-3,115,POR
2015-02-27,ORL @ ATL,2015,HOME,ATL,95,W,7,88,ORL
2015-02-27,ORL @ ATL,2015,VISITOR,ORL,88,L,-7,95,ATL
2015-02-27,SAS @ SAC,2015,HOME,SAC,96,L,-11,107,SAS
2015-02-27,SAS @ SAC,2015,VISITOR,SAS,107,W,11,96,SAC
2015-02-27,UTA @ DEN,2015,HOME,DEN,82,L,-22,104,UTA
2015-02-27,UTA @ DEN,2015,VISITOR,UTA,104,W,22,82,DEN
2015-02-27,WAS @ PHI,2015,HOME,PHI,89,W,8,81,WAS
2015-02-27,WAS @ PHI,2015,VISITOR,WAS,81,L,-8,89,PHI
2015-02-28,ATL @ MIA,2015,HOME,MIA,91,L,-2,93,ATL
2015-02-28,ATL @ MIA,2015,VISITOR,ATL,93,W,2,91,MIA
2015-02-28,BKN @ DAL,2015,HOME,DAL,94,L,-10,104,BKN
2015-02-28,BKN @ DAL,2015,VISITOR,BKN,104,W,10,94,DAL
2015-02-28,DET @ WAS,2015,HOME,WAS,99,W,4,95,DET
2015-02-28,DET @ WAS,2015,VISITOR,DET,95,L,-4,99,WAS
2015-02-28,MEM @ MIN,2015,HOME,MIN,97,L,-4,101,MEM
2015-02-28,MEM @ MIN,2015,VISITOR,MEM,101,W,4,97,MIN
2015-02-28,MIL @ UTA,2015,HOME,UTA,82,W,7,75,MIL
2015-02-28,MIL @ UTA,2015,VISITOR,MIL,75,L,-7,82,UTA
2015-02-28,SAS @ PHO,2015,HOME,PHO,74,L,-27,101,SAS
2015-02-28,SAS @ PHO,2015,VISITOR,SAS,101,W,27,74,PHO
2015-02-28,TOR @ NYK,2015,HOME,NYK,103,W,5,98,TOR
2015-02-28,TOR @ NYK,2015,VISITOR,TOR,98,L,-5,103,NYK
2015-03-01,CHA @ ORL,2015,HOME,ORL,83,L,-15,98,CHA
2015-03-01,CHA @ ORL,2015,VISITOR,CHA,98,W,15,83,ORL
2015-03-01,CLE @ HOU,2015,HOME,HOU,105,W,2,103,CLE
2015-03-01,CLE @ HOU,2015,VISITOR,CLE,103,L,-2,105,HOU
2015-03-01,GSW @ BOS,2015,HOME,BOS,101,L,-5,106,GSW
2015-03-01,GSW @ BOS,2015,VISITOR,GSW,106,W,5,101,BOS
2015-03-01,LAC @ CHI,2015,HOME,CHI,86,L,-10,96,LAC
2015-03-01,LAC @ CHI,2015,VISITOR,LAC,96,W,10,86,CHI
2015-03-01,NOP @ DEN,2015,HOME,DEN,92,L,-7,99,NOP
2015-03-01,NOP @ DEN,2015,VISITOR,NOP,99,W,7,92,DEN
2015-03-01,OKC @ LAL,2015,HOME,LAL,101,L,-7,108,OKC
2015-03-01,OKC @ LAL,2015,VISITOR,OKC,108,W,7,101,LAL
2015-03-01,PHI @ IND,2015,HOME,IND,94,W,20,74,PHI
2015-03-01,PHI @ IND,2015,VISITOR,PHI,74,L,-20,94,IND
2015-03-01,POR @ SAC,2015,HOME,SAC,99,L,-11,110,POR
2015-03-01,POR @ SAC,2015,VISITOR,POR,110,W,11,99,SAC
2015-03-02,GSW @ BKN,2015,HOME,BKN,110,W,2,108,GSW
2015-03-02,GSW @ BKN,2015,VISITOR,GSW,108,L,-2,110,BKN
2015-03-02,LAC @ MIN,2015,HOME,MIN,105,L,-5,110,LAC
2015-03-02,LAC @ MIN,2015,VISITOR,LAC,110,W,5,105,MIN
2015-03-02,NOP @ DAL,2015,HOME,DAL,102,W,9,93,NOP
2015-03-02,NOP @ DAL,2015,VISITOR,NOP,93,L,-9,102,DAL
2015-03-02,PHO @ MIA,2015,HOME,MIA,115,W,17,98,PHO
2015-03-02,PHO @ MIA,2015,VISITOR,PHO,98,L,-17,115,MIA
2015-03-02,TOR @ PHI,2015,HOME,PHI,103,L,-11,114,TOR
2015-03-02,TOR @ PHI,2015,VISITOR,TOR,114,W,11,103,PHI
2015-03-03,BOS @ CLE,2015,HOME,CLE,110,W,31,79,BOS
2015-03-03,BOS @ CLE,2015,VISITOR,BOS,79,L,-31,110,CLE
2015-03-03,HOU @ ATL,2015,HOME,ATL,104,W,8,96,HOU
2015-03-03,HOU @ ATL,2015,VISITOR,HOU,96,L,-8,104,ATL
2015-03-03,LAL @ CHA,2015,HOME,CHA,104,W,1,103,LAL
2015-03-03,LAL @ CHA,2015,VISITOR,LAL,103,L,-1,104,CHA
2015-03-03,MIL @ DEN,2015,HOME,DEN,106,W,11,95,MIL
2015-03-03,MIL @ DEN,2015,VISITOR,MIL,95,L,-11,106,DEN
2015-03-03,SAC @ NYK,2015,HOME,NYK,86,L,-38,124,SAC
2015-03-03,SAC @ NYK,2015,VISITOR,SAC,124,W,38,86,NYK
2015-03-03,UTA @ MEM,2015,HOME,MEM,82,L,-11,93,UTA
2015-03-03,UTA @ MEM,2015,VISITOR,UTA,93,W,11,82,MEM
2015-03-03,WAS @ CHI,2015,HOME,CHI,97,W,5,92,WAS
2015-03-03,WAS @ CHI,2015,VISITOR,WAS,92,L,-5,97,CHI
2015-03-04,CHA @ BKN,2015,HOME,BKN,91,L,-24,115,CHA
2015-03-04,CHA @ BKN,2015,VISITOR,CHA,115,W,24,91,BKN
2015-03-04,CLE @ TOR,2015,HOME,TOR,112,L,-8,120,CLE
2015-03-04,CLE @ TOR,2015,VISITOR,CLE,120,W,8,112,TOR
2015-03-04,DEN @ MIN,2015,HOME,MIN,85,L,-15,100,DEN
2015-03-04,DEN @ MIN,2015,VISITOR,DEN,100,W,15,85,MIN
2015-03-04,DET @ NOP,2015,HOME,NOP,88,W,3,85,DET
2015-03-04,DET @ NOP,2015,VISITOR,DET,85,L,-3,88,NOP
2015-03-04,LAL @ MIA,2015,HOME,MIA,100,W,6,94,LAL
2015-03-04,LAL @ MIA,2015,VISITOR,LAL,94,L,-6,100,MIA
2015-03-04,MEM @ HOU,2015,HOME,HOU,100,L,-2,102,MEM
2015-03-04,MEM @ HOU,2015,VISITOR,MEM,102,W,2,100,HOU
2015-03-04,MIL @ GSW,2015,HOME,GSW,102,W,9,93,MIL
2015-03-04,MIL @ GSW,2015,VISITOR,MIL,93,L,-9,102,GSW
2015-03-04,NYK @ IND,2015,HOME,IND,105,W,23,82,NYK
2015-03-04,NYK @ IND,2015,VISITOR,NYK,82,L,-23,105,IND
2015-03-04,PHI @ OKC,2015,HOME,OKC,123,W,5,118,PHI
2015-03-04,PHI @ OKC,2015,VISITOR,PHI,118,L,-5,123,OKC
2015-03-04,PHO @ ORL,2015,HOME,ORL,100,L,-5,105,PHO
2015-03-04,PHO @ ORL,2015,VISITOR,PHO,105,W,5,100,ORL
2015-03-04,POR @ LAC,2015,HOME,LAC,93,L,-5,98,POR
2015-03-04,POR @ LAC,2015,VISITOR,POR,98,W,5,93,LAC
2015-03-04,SAC @ SAS,2015,HOME,SAS,112,W,27,85,SAC
2015-03-04,SAC @ SAS,2015,VISITOR,SAC,85,L,-27,112,SAS
2015-03-04,UTA @ BOS,2015,HOME,BOS,85,W,1,84,UTA
2015-03-04,UTA @ BOS,2015,VISITOR,UTA,84,L,-1,85,BOS
2015-03-05,DAL @ POR,2015,HOME,POR,94,W,19,75,DAL
2015-03-05,DAL @ POR,2015,VISITOR,DAL,75,L,-19,94,POR
2015-03-05,OKC @ CHI,2015,HOME,CHI,108,W,3,105,OKC
2015-03-05,OKC @ CHI,2015,VISITOR,OKC,105,L,-3,108,CHI
2015-03-06,BOS @ NOP,2015,HOME,NOP,98,L,-6,104,BOS
2015-03-06,BOS @ NOP,2015,VISITOR,BOS,104,W,6,98,NOP
2015-03-06,CHI @ IND,2015,HOME,IND,98,W,14,84,CHI
2015-03-06,CHI @ IND,2015,VISITOR,CHI,84,L,-14,98,IND
2015-03-06,CLE @ ATL,2015,HOME,ATL,106,W,9,97,CLE
2015-03-06,CLE @ ATL,2015,VISITOR,CLE,97,L,-9,106,ATL
2015-03-06,DAL @ GSW,2015,HOME,GSW,104,W,15,89,DAL
2015-03-06,DAL @ GSW,2015,VISITOR,DAL,89,L,-15,104,GSW
2015-03-06,DEN @ SAS,2015,HOME,SAS,120,W,9,111,DEN
2015-03-06,DEN @ SAS,2015,VISITOR,DEN,111,L,-9,120,SAS
2015-03-06,DET @ HOU,2015,HOME,HOU,103,W,10,93,DET
2015-03-06,DET @ HOU,2015,VISITOR,DET,93,L,-10,103,HOU
2015-03-06,LAL @ MEM,2015,HOME,MEM,97,W,7,90,LAL
2015-03-06,LAL @ MEM,2015,VISITOR,LAL,90,L,-7,97,MEM
2015-03-06,MIA @ WAS,2015,HOME,WAS,99,W,2,97,MIA
2015-03-06,MIA @ WAS,2015,VISITOR,MIA,97,L,-2,99,WAS
2015-03-06,PHO @ BKN,2015,HOME,BKN,100,L,-8,108,PHO
2015-03-06,PHO @ BKN,2015,VISITOR,PHO,108,W,8,100,BKN
2015-03-06,SAC @ ORL,2015,HOME,ORL,119,W,5,114,SAC
2015-03-06,SAC @ ORL,2015,VISITOR,SAC,114,L,-5,119,ORL
2015-03-06,TOR @ CHA,2015,HOME,CHA,103,W,9,94,TOR
2015-03-06,TOR @ CHA,2015,VISITOR,TOR,94,L,-9,103,CHA
2015-03-06,UTA @ PHI,2015,HOME,PHI,83,L,-6,89,UTA
2015-03-06,UTA @ PHI,2015,VISITOR,UTA,89,W,6,83,PHI
2015-03-07,ATL @ PHI,2015,HOME,PHI,92,W,8,84,ATL
2015-03-07,ATL @ PHI,2015,VISITOR,ATL,84,L,-8,92,PHI
2015-03-07,HOU @ DEN,2015,HOME,DEN,100,L,-14,114,HOU
2015-03-07,HOU @ DEN,2015,VISITOR,HOU,114,W,14,100,DEN
2015-03-07,IND @ NYK,2015,HOME,NYK,86,L,-6,92,IND
2015-03-07,IND @ NYK,2015,VISITOR,IND,92,W,6,86,NYK
2015-03-07,MEM @ NOP,2015,HOME,NOP,95,W,6,89,MEM
2015-03-07,MEM @ NOP,2015,VISITOR,MEM,89,L,-6,95,NOP
2015-03-07,PHO @ CLE,2015,HOME,CLE,89,W,10,79,PHO
2015-03-07,PHO @ CLE,2015,VISITOR,PHO,79,L,-10,89,CLE
2015-03-07,POR @ MIN,2015,HOME,MIN,121,W,8,113,POR
2015-03-07,POR @ MIN,2015,VISITOR,POR,113,L,-8,121,MIN
2015-03-07,SAC @ MIA,2015,HOME,MIA,114,W,5,109,SAC
2015-03-07,SAC @ MIA,2015,VISITOR,SAC,109,L,-5,114,MIA
2015-03-07,WAS @ MIL,2015,HOME,MIL,91,W,6,85,WAS
2015-03-07,WAS @ MIL,2015,VISITOR,WAS,85,L,-6,91,MIL
2015-03-08,BOS @ ORL,2015,HOME,ORL,103,W,5,98,BOS
2015-03-08,BOS @ ORL,2015,VISITOR,BOS,98,L,-5,103,ORL
2015-03-08,CHA @ DET,2015,HOME,DET,101,L,-7,108,CHA
2015-03-08,CHA @ DET,2015,VISITOR,CHA,108,W,7,101,DET
2015-03-08,CHI @ SAS,2015,HOME,SAS,116,W,11,105,CHI
2015-03-08,CHI @ SAS,2015,VISITOR,CHI,105,L,-11,116,SAS
2015-03-08,DAL @ LAL,2015,HOME,LAL,93,L,-7,100,DAL
2015-03-08,DAL @ LAL,2015,VISITOR,DAL,100,W,7,93,LAL
2015-03-08,LAC @ GSW,2015,HOME,GSW,106,W,8,98,LAC
2015-03-08,LAC @ GSW,2015,VISITOR,LAC,98,L,-8,106,GSW
2015-03-08,TOR @ OKC,2015,HOME,OKC,108,W,4,104,TOR
2015-03-08,TOR @ OKC,2015,VISITOR,TOR,104,L,-4,108,OKC
2015-03-08,UTA @ BKN,2015,HOME,BKN,88,L,-7,95,UTA
2015-03-08,UTA @ BKN,2015,VISITOR,UTA,95,W,7,88,BKN
2015-03-09,BOS @ MIA,2015,HOME,MIA,90,L,-10,100,BOS
2015-03-09,BOS @ MIA,2015,VISITOR,BOS,100,W,10,90,MIA
2015-03-09,GSW @ PHO,2015,HOME,PHO,80,L,-18,98,GSW
2015-03-09,GSW @ PHO,2015,VISITOR,GSW,98,W,18,80,PHO
2015-03-09,MEM @ CHI,2015,HOME,CHI,91,L,-10,101,MEM
2015-03-09,MEM @ CHI,2015,VISITOR,MEM,101,W,10,91,CHI
2015-03-09,MIN @ LAC,2015,HOME,LAC,89,W,13,76,MIN
2015-03-09,MIN @ LAC,2015,VISITOR,MIN,76,L,-13,89,LAC
2015-03-09,NOP @ MIL,2015,HOME,MIL,103,L,-11,114,NOP
2015-03-09,NOP @ MIL,2015,VISITOR,NOP,114,W,11,103,MIL
2015-03-09,NYK @ DEN,2015,HOME,DEN,106,W,28,78,NYK
2015-03-09,NYK @ DEN,2015,VISITOR,NYK,78,L,-28,106,DEN
2015-03-09,SAC @ ATL,2015,HOME,ATL,130,W,25,105,SAC
2015-03-09,SAC @ ATL,2015,VISITOR,SAC,105,L,-25,130,ATL
2015-03-09,WAS @ CHA,2015,HOME,CHA,69,L,-26,95,WAS
2015-03-09,WAS @ CHA,2015,VISITOR,WAS,95,W,26,69,CHA
2015-03-10,CLE @ DAL,2015,HOME,DAL,94,L,-33,127,CLE
2015-03-10,CLE @ DAL,2015,VISITOR,CLE,127,W,33,94,DAL
2015-03-10,DET @ LAL,2015,HOME,LAL,93,W,8,85,DET
2015-03-10,DET @ LAL,2015,VISITOR,DET,85,L,-8,93,LAL
2015-03-10,NOP @ BKN,2015,HOME,BKN,91,L,-20,111,NOP
2015-03-10,NOP @ BKN,2015,VISITOR,NOP,111,W,20,91,BKN
2015-03-10,NYK @ UTA,2015,HOME,UTA,87,W,5,82,NYK
2015-03-10,NYK @ UTA,2015,VISITOR,NYK,82,L,-5,87,UTA
2015-03-10,ORL @ IND,2015,HOME,IND,118,W,32,86,ORL
2015-03-10,ORL @ IND,2015,VISITOR,ORL,86,L,-32,118,IND
2015-03-10,TOR @ SAS,2015,HOME,SAS,117,W,10,107,TOR
2015-03-10,TOR @ SAS,2015,VISITOR,TOR,107,L,-10,117,SAS
2015-03-11,ATL @ DEN,2015,HOME,DEN,115,W,13,102,ATL
2015-03-11,ATL @ DEN,2015,VISITOR,ATL,102,L,-13,115,DEN
2015-03-11,BKN @ MIA,2015,HOME,MIA,104,W,6,98,BKN
2015-03-11,BKN @ MIA,2015,VISITOR,BKN,98,L,-6,104,MIA
2015-03-11,CHI @ PHI,2015,HOME,PHI,95,L,-9,104,CHI
2015-03-11,CHI @ PHI,2015,VISITOR,CHI,104,W,9,95,PHI
2015-03-11,DET @ GSW,2015,HOME,GSW,105,W,7,98,DET
2015-03-11,DET @ GSW,2015,VISITOR,DET,98,L,-7,105,GSW
2015-03-11,HOU @ POR,2015,HOME,POR,105,W,5,100,HOU
2015-03-11,HOU @ POR,2015,VISITOR,HOU,100,L,-5,105,POR
2015-03-11,LAC @ OKC,2015,HOME,OKC,108,L,-12,120,LAC
2015-03-11,LAC @ OKC,2015,VISITOR,LAC,120,W,12,108,OKC
2015-03-11,MEM @ BOS,2015,HOME,BOS,95,W,3,92,MEM
2015-03-11,MEM @ BOS,2015,VISITOR,MEM,92,L,-3,95,BOS
2015-03-11,MIN @ PHO,2015,HOME,PHO,106,W,9,97,MIN
2015-03-11,MIN @ PHO,2015,VISITOR,MIN,97,L,-9,106,PHO
2015-03-11,ORL @ MIL,2015,HOME,MIL,97,W,6,91,ORL
2015-03-11,ORL @ MIL,2015,VISITOR,ORL,91,L,-6,97,MIL
2015-03-11,SAC @ CHA,2015,HOME,CHA,106,L,-7,113,SAC
2015-03-11,SAC @ CHA,2015,VISITOR,SAC,113,W,7,106,CHA
2015-03-12,CLE @ SAS,2015,HOME,SAS,125,L,-3,128,CLE
2015-03-12,CLE @ SAS,2015,VISITOR,CLE,128,W,3,125,SAS
2015-03-12,HOU @ UTA,2015,HOME,UTA,109,W,18,91,HOU
2015-03-12,HOU @ UTA,2015,VISITOR,HOU,91,L,-18,109,UTA
2015-03-12,MEM @ WAS,2015,HOME,WAS,107,W,20,87,MEM
2015-03-12,MEM @ WAS,2015,VISITOR,MEM,87,L,-20,107,WAS
2015-03-12,MIL @ IND,2015,HOME,IND,109,W,6,103,MIL
2015-03-12,MIL @ IND,2015,VISITOR,MIL,103,L,-6,109,IND
2015-03-12,NYK @ LAL,2015,HOME,LAL,94,L,-7,101,NYK
2015-03-12,NYK @ LAL,2015,VISITOR,NYK,101,W,7,94,LAL
2015-03-13,ATL @ PHO,2015,HOME,PHO,87,L,-9,96,ATL
2015-03-13,ATL @ PHO,2015,VISITOR,ATL,96,W,9,87,PHO
2015-03-13,CHI @ CHA,2015,HOME,CHA,101,W,10,91,CHI
2015-03-13,CHI @ CHA,2015,VISITOR,CHI,91,L,-10,101,CHA
2015-03-13,DET @ POR,2015,HOME,POR,118,W,19,99,DET
2015-03-13,DET @ POR,2015,VISITOR,DET,99,L,-19,118,POR
2015-03-13,GSW @ DEN,2015,HOME,DEN,114,W,11,103,GSW
2015-03-13,GSW @ DEN,2015,VISITOR,GSW,103,L,-11,114,DEN
2015-03-13,LAC @ DAL,2015,HOME,DAL,129,W,30,99,LAC
2015-03-13,LAC @ DAL,2015,VISITOR,LAC,99,L,-30,129,DAL
2015-03-13,MIA @ TOR,2015,HOME,TOR,102,W,10,92,MIA
2015-03-13,MIA @ TOR,2015,VISITOR,MIA,92,L,-10,102,TOR
2015-03-13,MIN @ OKC,2015,HOME,OKC,113,W,14,99,MIN
2015-03-13,MIN @ OKC,2015,VISITOR,MIN,99,L,-14,113,OKC
2015-03-13,ORL @ BOS,2015,HOME,BOS,95,W,7,88,ORL
2015-03-13,ORL @ BOS,2015,VISITOR,ORL,88,L,-7,95,BOS
2015-03-13,SAC @ PHI,2015,HOME,PHI,114,W,7,107,SAC
2015-03-13,SAC @ PHI,2015,VISITOR,SAC,107,L,-7,114,PHI
2015-03-14,BKN @ PHI,2015,HOME,PHI,87,L,-7,94,BKN
2015-03-14,BKN @ PHI,2015,VISITOR,BKN,94,W,7,87,PHI
2015-03-14,BOS @ IND,2015,HOME,IND,89,L,-4,93,BOS
2015-03-14,BOS @ IND,2015,VISITOR,BOS,93,W,4,89,IND
2015-03-14,DET @ UTA,2015,HOME,UTA,88,W,3,85,DET
2015-03-14,DET @ UTA,2015,VISITOR,DET,85,L,-3,88,UTA
2015-03-14,MIL @ MEM,2015,HOME,MEM,96,W,13,83,MIL
2015-03-14,MIL @ MEM,2015,VISITOR,MIL,83,L,-13,96,MEM
2015-03-14,NYK @ GSW,2015,HOME,GSW,125,W,31,94,NYK
2015-03-14,NYK @ GSW,2015,VISITOR,NYK,94,L,-31,125,GSW
2015-03-14,SAC @ WAS,2015,HOME,WAS,113,W,16,97,SAC
2015-03-14,SAC @ WAS,2015,VISITOR,SAC,97,L,-16,113,WAS
2015-03-15,ATL @ LAL,2015,HOME,LAL,86,L,-5,91,ATL
2015-03-15,ATL @ LAL,2015,VISITOR,ATL,91,W,5,86,LAL
2015-03-15,CHI @ OKC,2015,HOME,OKC,109,W,9,100,CHI
2015-03-15,CHI @ OKC,2015,VISITOR,CHI,100,L,-9,109,OKC
2015-03-15,CLE @ ORL,2015,HOME,ORL,108,L,-15,123,CLE
2015-03-15,CLE @ ORL,2015,VISITOR,CLE,123,W,15,108,ORL
2015-03-15,DEN @ NOP,2015,HOME,NOP,111,L,-7,118,DEN
2015-03-15,DEN @ NOP,2015,VISITOR,DEN,118,W,7,111,NOP
2015-03-15,HOU @ LAC,2015,HOME,LAC,98,L,-2,100,HOU
2015-03-15,HOU @ LAC,2015,VISITOR,HOU,100,W,2,98,LAC
2015-03-15,MIN @ SAS,2015,HOME,SAS,123,W,26,97,MIN
2015-03-15,MIN @ SAS,2015,VISITOR,MIN,97,L,-26,123,SAS
2015-03-15,NYK @ PHO,2015,HOME,PHO,102,W,13,89,NYK
2015-03-15,NYK @ PHO,2015,VISITOR,NYK,89,L,-13,102,PHO
2015-03-15,POR @ TOR,2015,HOME,TOR,97,L,-16,113,POR
2015-03-15,POR @ TOR,2015,VISITOR,POR,113,W,16,97,TOR
2015-03-16,ATL @ SAC,2015,HOME,SAC,103,L,-7,110,ATL
2015-03-16,ATL @ SAC,2015,VISITOR,ATL,110,W,7,103,SAC
2015-03-16,BKN @ MIN,2015,HOME,MIN,106,L,-16,122,BKN
2015-03-16,BKN @ MIN,2015,VISITOR,BKN,122,W,16,106,MIN
2015-03-16,CHA @ UTA,2015,HOME,UTA,94,W,28,66,CHA
2015-03-16,CHA @ UTA,2015,VISITOR,CHA,66,L,-28,94,UTA
