DATE,GAME,YEAR,HOME/VISITOR,TEAM,POINTS,RESULT,PT_DIFF,PTS ALLOWED,OPPONENT
2015-03-16,CLE @ MIA,2015,HOME,MIA,106,W,14,92,CLE
2015-03-16,CLE @ MIA,2015,VISITOR,CLE,92,L,-14,106,MIA
2015-03-16,DEN @ MEM,2015,HOME,MEM,92,W,11,81,DEN
2015-03-16,DEN @ MEM,2015,VISITOR,DEN,81,L,-11,92,MEM
2015-03-16,LAL @ GSW,2015,HOME,GSW,108,W,3,105,LAL
2015-03-16,LAL @ GSW,2015,VISITOR,LAL,105,L,-3,108,GSW
2015-03-16,OKC @ DAL,2015,HOME,DAL,119,W,4,115,OKC
2015-03-16,OKC @ DAL,2015,VISITOR,OKC,115,L,-4,119,DAL
2015-03-16,PHI @ BOS,2015,HOME,BOS,108,W,19,89,PHI
2015-03-16,PHI @ BOS,2015,VISITOR,PHI,89,L,-19,108,BOS
2015-03-16,POR @ WAS,2015,HOME,WAS,105,W,8,97,POR
2015-03-16,POR @ WAS,2015,VISITOR,POR,97,L,-8,105,WAS
2015-03-16,TOR @ IND,2015,HOME,IND,98,L,-19,117,TOR
2015-03-16,TOR @ IND,2015,VISITOR,TOR,117,W,19,98,IND
2015-03-17,CHA @ LAC,2015,HOME,LAC,99,W,7,92,CHA
2015-03-17,CHA @ LAC,2015,VISITOR,CHA,92,L,-7,99,LAC
2015-03-17,MEM @ DET,2015,HOME,DET,105,W,10,95,MEM
2015-03-17,MEM @ DET,2015,VISITOR,MEM,95,L,-10,105,DET
2015-03-17,MIL @ NOP,2015,HOME,NOP,85,W,1,84,MIL
2015-03-17,MIL @ NOP,2015,VISITOR,MIL,84,L,-1,85,NOP
2015-03-17,ORL @ HOU,2015,HOME,HOU,107,W,13,94,ORL
2015-03-17,ORL @ HOU,2015,VISITOR,ORL,94,L,-13,107,HOU
2015-03-17,SAS @ NYK,2015,HOME,NYK,104,W,4,100,SAS
2015-03-17,SAS @ NYK,2015,VISITOR,SAS,100,L,-4,104,NYK
2015-03-18,ATL @ GSW,2015,HOME,GSW,114,W,19,95,ATL
2015-03-18,ATL @ GSW,2015,VISITOR,ATL,95,L,-19,114,GSW
2015-03-18,BKN @ CLE,2015,HOME,CLE,117,W,25,92,BKN
2015-03-18,BKN @ CLE,2015,VISITOR,BKN,92,L,-25,117,CLE
2015-03-18,BOS @ OKC,2015,HOME,OKC,122,W,4,118,BOS
2015-03-18,BOS @ OKC,2015,VISITOR,BOS,118,L,-4,122,OKC
2015-03-18,DET @ PHI,2015,HOME,PHI,94,W,11,83,DET
2015-03-18,DET @ PHI,2015,VISITOR,DET,83,L,-11,94,PHI
2015-03-18,IND @ CHI,2015,HOME,CHI,103,W,17,86,IND
2015-03-18,IND @ CHI,2015,VISITOR,IND,86,L,-17,103,CHI
2015-03-18,LAC @ SAC,2015,HOME,SAC,105,L,-11,116,LAC
2015-03-18,LAC @ SAC,2015,VISITOR,LAC,116,W,11,105,SAC
2015-03-18,MIN @ TOR,2015,HOME,TOR,105,W,5,100,MIN
2015-03-18,MIN @ TOR,2015,VISITOR,MIN,100,L,-5,105,TOR
2015-03-18,ORL @ DAL,2015,HOME,DAL,107,W,5,102,ORL
2015-03-18,ORL @ DAL,2015,VISITOR,ORL,102,L,-5,107,DAL
2015-03-18,POR @ MIA,2015,HOME,MIA,108,W,4,104,POR
2015-03-18,POR @ MIA,2015,VISITOR,POR,104,L,-4,108,MIA
2015-03-18,SAS @ MIL,2015,HOME,MIL,103,L,-11,114,SAS
2015-03-18,SAS @ MIL,2015,VISITOR,SAS,114,W,11,103,MIL
2015-03-18,WAS @ UTA,2015,HOME,UTA,84,L,-4,88,WAS
2015-03-18,WAS @ UTA,2015,VISITOR,WAS,88,W,4,84,UTA
2015-03-19,DEN @ HOU,2015,HOME,HOU,118,W,10,108,DEN
2015-03-19,DEN @ HOU,2015,VISITOR,DEN,108,L,-10,118,HOU
2015-03-19,MIN @ NYK,2015,HOME,NYK,92,L,-3,95,MIN
2015-03-19,MIN @ NYK,2015,VISITOR,MIN,95,W,3,92,NYK
2015-03-19,NOP @ PHO,2015,HOME,PHO,74,W,2,72,NOP
2015-03-19,NOP @ PHO,2015,VISITOR,NOP,72,L,-2,74,PHO
2015-03-19,UTA @ LAL,2015,HOME,LAL,73,L,-7,80,UTA
2015-03-19,UTA @ LAL,2015,VISITOR,UTA,80,W,7,73,LAL
2015-03-20,ATL @ OKC,2015,HOME,OKC,123,W,8,115,ATL
2015-03-20,ATL @ OKC,2015,VISITOR,ATL,115,L,-8,123,OKC
2015-03-20,BOS @ SAS,2015,HOME,SAS,101,W,12,89,BOS
2015-03-20,BOS @ SAS,2015,VISITOR,BOS,89,L,-12,101,SAS
2015-03-20,CHA @ SAC,2015,HOME,SAC,101,W,10,91,CHA
2015-03-20,CHA @ SAC,2015,VISITOR,CHA,91,L,-10,101,SAC
2015-03-20,DEN @ MIA,2015,HOME,MIA,108,W,17,91,DEN
2015-03-20,DEN @ MIA,2015,VISITOR,DEN,91,L,-17,108,MIA
2015-03-20,IND @ CLE,2015,HOME,CLE,95,W,3,92,IND
2015-03-20,IND @ CLE,2015,VISITOR,IND,92,L,-3,95,CLE
2015-03-20,MEM @ DAL,2015,HOME,DAL,101,L,-11,112,MEM
2015-03-20,MEM @ DAL,2015,VISITOR,MEM,112,W,11,101,DAL
2015-03-20,MIL @ BKN,2015,HOME,BKN,129,W,2,127,MIL
2015-03-20,MIL @ BKN,2015,VISITOR,MIL,127,L,-2,129,BKN
2015-03-20,NOP @ GSW,2015,HOME,GSW,112,W,16,96,NOP
2015-03-20,NOP @ GSW,2015,VISITOR,NOP,96,L,-16,112,GSW
2015-03-20,NYK @ PHI,2015,HOME,PHI,97,W,16,81,NYK
2015-03-20,NYK @ PHI,2015,VISITOR,NYK,81,L,-16,97,PHI
2015-03-20,POR @ ORL,2015,HOME,ORL,111,W,7,104,POR
2015-03-20,POR @ ORL,2015,VISITOR,POR,104,L,-7,111,ORL
2015-03-20,TOR @ CHI,2015,HOME,CHI,108,W,16,92,TOR
2015-03-20,TOR @ CHI,2015,VISITOR,TOR,92,L,-16,108,CHI
2015-03-20,WAS @ LAC,2015,HOME,LAC,113,W,14,99,WAS
2015-03-20,WAS @ LAC,2015,VISITOR,WAS,99,L,-14,113,LAC
2015-03-21,BKN @ IND,2015,HOME,IND,111,L,-12,123,BKN
2015-03-21,BKN @ IND,2015,VISITOR,BKN,123,W,12,111,IND
2015-03-21,CHI @ DET,2015,HOME,DET,107,W,16,91,CHI
2015-03-21,CHI @ DET,2015,VISITOR,CHI,91,L,-16,107,DET
2015-03-21,PHO @ HOU,2015,HOME,HOU,102,L,-15,117,PHO
2015-03-21,PHO @ HOU,2015,VISITOR,PHO,117,W,15,102,HOU
2015-03-21,POR @ MEM,2015,HOME,MEM,97,W,11,86,POR
2015-03-21,POR @ MEM,2015,VISITOR,POR,86,L,-11,97,MEM
2015-03-21,UTA @ GSW,2015,HOME,GSW,106,W,15,91,UTA
2015-03-21,UTA @ GSW,2015,VISITOR,UTA,91,L,-15,106,GSW
2015-03-22,CHA @ MIN,2015,HOME,MIN,98,L,-11,109,CHA
2015-03-22,CHA @ MIN,2015,VISITOR,CHA,109,W,11,98,MIN
2015-03-22,CLE @ MIL,2015,HOME,MIL,90,L,-18,108,CLE
2015-03-22,CLE @ MIL,2015,VISITOR,CLE,108,W,18,90,MIL
2015-03-22,DAL @ PHO,2015,HOME,PHO,98,W,6,92,DAL
2015-03-22,DAL @ PHO,2015,VISITOR,DAL,92,L,-6,98,PHO
2015-03-22,DEN @ ORL,2015,HOME,ORL,100,L,-19,119,DEN
2015-03-22,DEN @ ORL,2015,VISITOR,DEN,119,W,19,100,ORL
2015-03-22,DET @ BOS,2015,HOME,BOS,97,L,-8,105,DET
2015-03-22,DET @ BOS,2015,VISITOR,DET,105,W,8,97,BOS
2015-03-22,MIA @ OKC,2015,HOME,OKC,93,W,18,75,MIA
2015-03-22,MIA @ OKC,2015,VISITOR,MIA,75,L,-18,93,OKC
2015-03-22,NOP @ LAC,2015,HOME,LAC,107,W,7,100,NOP
2015-03-22,NOP @ LAC,2015,VISITOR,NOP,100,L,-7,107,LAC
2015-03-22,NYK @ TOR,2015,HOME,TOR,106,W,17,89,NYK
2015-03-22,NYK @ TOR,2015,VISITOR,NYK,89,L,-17,106,TOR
2015-03-22,PHI @ LAL,2015,HOME,LAL,101,W,14,87,PHI
2015-03-22,PHI @ LAL,2015,VISITOR,PHI,87,L,-14,101,LAL
2015-03-22,SAS @ ATL,2015,HOME,ATL,95,L,-19,114,SAS
2015-03-22,SAS @ ATL,2015,VISITOR,SAS,114,W,19,95,ATL
2015-03-22,WAS @ SAC,2015,HOME,SAC,109,W,23,86,WAS
2015-03-22,WAS @ SAC,2015,VISITOR,WAS,86,L,-23,109,SAC
2015-03-23,BOS @ BKN,2015,HOME,BKN,91,L,-19,110,BOS
2015-03-23,BOS @ BKN,2015,VISITOR,BOS,110,W,19,91,BKN
2015-03-23,CHA @ CHI,2015,HOME,CHI,98,W,12,86,CHA
2015-03-23,CHA @ CHI,2015,VISITOR,CHA,86,L,-12,98,CHI
2015-03-23,HOU @ IND,2015,HOME,IND,100,L,-10,110,HOU
2015-03-23,HOU @ IND,2015,VISITOR,HOU,110,W,10,100,IND
2015-03-23,MEM @ NYK,2015,HOME,NYK,82,L,-21,103,MEM
2015-03-23,MEM @ NYK,2015,VISITOR,MEM,103,W,21,82,NYK
2015-03-23,MIN @ UTA,2015,HOME,UTA,104,L,-2,106,MIN
2015-03-23,MIN @ UTA,2015,VISITOR,MIN,106,W,2,104,UTA
2015-03-23,WAS @ GSW,2015,HOME,GSW,107,W,31,76,WAS
2015-03-23,WAS @ GSW,2015,VISITOR,WAS,76,L,-31,107,GSW
2015-03-24,GSW @ POR,2015,HOME,POR,108,L,-14,122,GSW
2015-03-24,GSW @ POR,2015,VISITOR,GSW,122,W,14,108,POR
2015-03-24,LAL @ OKC,2015,HOME,OKC,127,W,10,117,LAL
2015-03-24,LAL @ OKC,2015,VISITOR,LAL,117,L,-10,127,OKC
2015-03-24,MIA @ MIL,2015,HOME,MIL,89,W,1,88,MIA
2015-03-24,MIA @ MIL,2015,VISITOR,MIA,88,L,-1,89,MIL
2015-03-24,PHI @ SAC,2015,HOME,SAC,107,W,1,106,PHI
2015-03-24,PHI @ SAC,2015,VISITOR,PHI,106,L,-1,107,SAC
2015-03-24,SAS @ DAL,2015,HOME,DAL,101,W,7,94,SAS
2015-03-24,SAS @ DAL,2015,VISITOR,SAS,94,L,-7,101,DAL
2015-03-24,TOR @ DET,2015,HOME,DET,108,W,4,104,TOR
2015-03-24,TOR @ DET,2015,VISITOR,TOR,104,L,-4,108,DET
2015-03-25,ATL @ ORL,2015,HOME,ORL,83,L,-12,95,ATL
2015-03-25,ATL @ ORL,2015,VISITOR,ATL,95,W,12,83,ORL
2015-03-25,BKN @ CHA,2015,HOME,CHA,88,L,-3,91,BKN
2015-03-25,BKN @ CHA,2015,VISITOR,BKN,91,W,3,88,CHA
2015-03-25,CHI @ TOR,2015,HOME,TOR,103,L,-13,116,CHI
2015-03-25,CHI @ TOR,2015,VISITOR,CHI,116,W,13,103,TOR
2015-03-25,CLE @ MEM,2015,HOME,MEM,89,L,-22,111,CLE
2015-03-25,CLE @ MEM,2015,VISITOR,CLE,111,W,22,89,MEM
2015-03-25,HOU @ NOP,2015,HOME,NOP,93,L,-2,95,HOU
2015-03-25,HOU @ NOP,2015,VISITOR,HOU,95,W,2,93,NOP
2015-03-25,IND @ WAS,2015,HOME,WAS,101,L,-2,103,IND
2015-03-25,IND @ WAS,2015,VISITOR,IND,103,W,2,101,WAS
2015-03-25,LAC @ NYK,2015,HOME,NYK,80,L,-31,111,LAC
2015-03-25,LAC @ NYK,2015,VISITOR,LAC,111,W,31,80,NYK
2015-03-25,LAL @ MIN,2015,HOME,MIN,99,L,-2,101,LAL
2015-03-25,LAL @ MIN,2015,VISITOR,LAL,101,W,2,99,MIN
2015-03-25,MIA @ BOS,2015,HOME,BOS,86,L,-7,93,MIA
2015-03-25,MIA @ BOS,2015,VISITOR,MIA,93,W,7,86,BOS
2015-03-25,OKC @ SAS,2015,HOME,SAS,130,W,39,91,OKC
2015-03-25,OKC @ SAS,2015,VISITOR,OKC,91,L,-39,130,SAS
2015-03-25,PHI @ DEN,2015,HOME,DEN,85,L,-14,99,PHI
2015-03-25,PHI @ DEN,2015,VISITOR,PHI,99,W,14,85,DEN
2015-03-25,POR @ UTA,2015,HOME,UTA,89,L,-3,92,POR
2015-03-25,POR @ UTA,2015,VISITOR,POR,92,W,3,89,UTA
2015-03-25,SAC @ PHO,2015,HOME,PHO,99,L,-9,108,SAC
2015-03-25,SAC @ PHO,2015,VISITOR,SAC,108,W,9,99,PHO
2015-03-26,IND @ MIL,2015,HOME,MIL,111,W,4,107,IND
2015-03-26,IND @ MIL,2015,VISITOR,IND,107,L,-4,111,MIL
2015-03-27,BOS @ NYK,2015,HOME,NYK,92,L,-4,96,BOS
2015-03-27,BOS @ NYK,2015,VISITOR,BOS,96,W,4,92,NYK
2015-03-27,CHA @ WAS,2015,HOME,WAS,110,W,3,107,CHA
2015-03-27,CHA @ WAS,2015,VISITOR,CHA,107,L,-3,110,WAS
2015-03-27,CLE @ BKN,2015,HOME,BKN,106,W,8,98,CLE
2015-03-27,CLE @ BKN,2015,VISITOR,CLE,98,L,-8,106,BKN
2015-03-27,DAL @ SAS,2015,HOME,SAS,94,W,18,76,DAL
2015-03-27,DAL @ SAS,2015,VISITOR,DAL,76,L,-18,94,SAS
2015-03-27,DET @ ORL,2015,HOME,ORL,97,L,-14,111,DET
2015-03-27,DET @ ORL,2015,VISITOR,DET,111,W,14,97,ORL
2015-03-27,GSW @ MEM,2015,HOME,MEM,84,L,-23,107,GSW
2015-03-27,GSW @ MEM,2015,VISITOR,GSW,107,W,23,84,MEM
2015-03-27,LAC @ PHI,2015,HOME,PHI,98,L,-21,119,LAC
2015-03-27,LAC @ PHI,2015,VISITOR,LAC,119,W,21,98,PHI
2015-03-27,LAL @ TOR,2015,HOME,TOR,94,W,11,83,LAL
2015-03-27,LAL @ TOR,2015,VISITOR,LAL,83,L,-11,94,TOR
2015-03-27,MIA @ ATL,2015,HOME,ATL,99,W,13,86,MIA
2015-03-27,MIA @ ATL,2015,VISITOR,MIA,86,L,-13,99,ATL
2015-03-27,MIN @ HOU,2015,HOME,HOU,120,W,10,110,MIN
2015-03-27,MIN @ HOU,2015,VISITOR,MIN,110,L,-10,120,HOU
2015-03-27,POR @ PHO,2015,HOME,PHO,81,L,-6,87,POR
2015-03-27,POR @ PHO,2015,VISITOR,POR,87,W,6,81,PHO
2015-03-27,SAC @ NOP,2015,HOME,NOP,102,W,14,88,SAC
2015-03-27,SAC @ NOP,2015,VISITOR,SAC,88,L,-14,102,NOP
2015-03-27,UTA @ DEN,2015,HOME,DEN,107,W,16,91,UTA
2015-03-27,UTA @ DEN,2015,VISITOR,UTA,91,L,-16,107,DEN
2015-03-28,ATL @ CHA,2015,HOME,CHA,115,W,15,100,ATL
2015-03-28,ATL @ CHA,2015,VISITOR,ATL,100,L,-15,115,CHA
2015-03-28,DEN @ POR,2015,HOME,POR,120,W,6,114,DEN
2015-03-28,DEN @ POR,2015,VISITOR,DEN,114,L,-6,120,POR
2015-03-28,GSW @ MIL,2015,HOME,MIL,95,L,-13,108,GSW
2015-03-28,GSW @ MIL,2015,VISITOR,GSW,108,W,13,95,MIL
2015-03-28,NYK @ CHI,2015,HOME,CHI,111,W,31,80,NYK
2015-03-28,NYK @ CHI,2015,VISITOR,NYK,80,L,-31,111,CHI
2015-03-28,OKC @ UTA,2015,HOME,UTA,94,W,5,89,OKC
2015-03-28,OKC @ UTA,2015,VISITOR,OKC,89,L,-5,94,UTA
2015-03-29,DAL @ IND,2015,HOME,IND,104,W,5,99,DAL
2015-03-29,DAL @ IND,2015,VISITOR,DAL,99,L,-5,104,IND
2015-03-29,DET @ MIA,2015,HOME,MIA,109,W,7,102,DET
2015-03-29,DET @ MIA,2015,VISITOR,DET,102,L,-7,109,MIA
2015-03-29,HOU @ WAS,2015,HOME,WAS,91,L,-8,99,HOU
2015-03-29,HOU @ WAS,2015,VISITOR,HOU,99,W,8,91,WAS
2015-03-29,LAC @ BOS,2015,HOME,BOS,106,L,-13,119,LAC
2015-03-29,LAC @ BOS,2015,VISITOR,LAC,119,W,13,106,BOS
2015-03-29,LAL @ BKN,2015,HOME,BKN,107,W,8,99,LAL
2015-03-29,LAL @ BKN,2015,VISITOR,LAL,99,L,-8,107,BKN
2015-03-29,MEM @ SAS,2015,HOME,SAS,103,W,14,89,MEM
2015-03-29,MEM @ SAS,2015,VISITOR,MEM,89,L,-14,103,SAS
2015-03-29,MIN @ NOP,2015,HOME,NOP,110,W,22,88,MIN
2015-03-29,MIN @ NOP,2015,VISITOR,MIN,88,L,-22,110,NOP
2015-03-29,OKC @ PHO,2015,HOME,PHO,97,L,-12,109,OKC
2015-03-29,OKC @ PHO,2015,VISITOR,OKC,109,W,12,97,PHO
2015-03-29,PHI @ CLE,2015,HOME,CLE,87,W,1,86,PHI
2015-03-29,PHI @ CLE,2015,VISITOR,PHI,86,L,-1,87,CLE
2015-03-30,BOS @ CHA,2015,HOME,CHA,104,L,-12,116,BOS
2015-03-30,BOS @ CHA,2015,VISITOR,BOS,116,W,12,104,CHA
2015-03-30,HOU @ TOR,2015,HOME,TOR,99,W,3,96,HOU
2015-03-30,HOU @ TOR,2015,VISITOR,HOU,96,L,-3,99,TOR
2015-03-30,LAL @ PHI,2015,HOME,PHI,111,L,-2,113,LAL
2015-03-30,LAL @ PHI,2015,VISITOR,LAL,113,W,2,111,PHI
2015-03-30,MIL @ ATL,2015,HOME,ATL,101,W,13,88,MIL
2015-03-30,MIL @ ATL,2015,VISITOR,MIL,88,L,-13,101,ATL
2015-03-30,PHO @ POR,2015,HOME,POR,109,W,23,86,PHO
2015-03-30,PHO @ POR,2015,VISITOR,PHO,86,L,-23,109,POR
2015-03-30,SAC @ MEM,2015,HOME,MEM,97,W,14,83,SAC
2015-03-30,SAC @ MEM,2015,VISITOR,SAC,83,L,-14,97,MEM
2015-03-30,UTA @ MIN,2015,HOME,MIN,84,L,-20,104,UTA
2015-03-30,UTA @ MIN,2015,VISITOR,UTA,104,W,20,84,MIN
2015-03-31,ATL @ DET,2015,HOME,DET,105,W,10,95,ATL
2015-03-31,ATL @ DET,2015,VISITOR,ATL,95,L,-10,105,DET
2015-03-31,GSW @ LAC,2015,HOME,LAC,106,L,-4,110,GSW
2015-03-31,GSW @ LAC,2015,VISITOR,GSW,110,W,4,106,LAC
2015-03-31,IND @ BKN,2015,HOME,BKN,111,W,5,106,IND
2015-03-31,IND @ BKN,2015,VISITOR,IND,106,L,-5,111,BKN
2015-03-31,SAS @ MIA,2015,HOME,MIA,81,L,-14,95,SAS
2015-03-31,SAS @ MIA,2015,VISITOR,SAS,95,W,14,81,MIA
2015-04-01,BKN @ NYK,2015,HOME,NYK,98,L,-2,100,BKN
2015-04-01,BKN @ NYK,2015,VISITOR,BKN,100,W,2,98,NYK
2015-04-01,CHI @ MIL,2015,HOME,MIL,95,W,4,91,CHI
2015-04-01,CHI @ MIL,2015,VISITOR,CHI,91,L,-4,95,MIL
2015-04-01,DAL @ OKC,2015,HOME,OKC,131,L,-4,135,DAL
2015-04-01,DAL @ OKC,2015,VISITOR,DAL,135,W,4,131,OKC
2015-04-01,DEN @ UTA,2015,HOME,UTA,98,W,14,84,DEN
2015-04-01,DEN @ UTA,2015,VISITOR,DEN,84,L,-14,98,UTA
2015-04-01,DET @ CHA,2015,HOME,CHA,102,W,24,78,DET
2015-04-01,DET @ CHA,2015,VISITOR,DET,78,L,-24,102,CHA
2015-04-01,IND @ BOS,2015,HOME,BOS,100,W,13,87,IND
2015-04-01,IND @ BOS,2015,VISITOR,IND,87,L,-13,100,BOS
2015-04-01,LAC @ POR,2015,HOME,POR,122,L,-4,126,LAC
2015-04-01,LAC @ POR,2015,VISITOR,LAC,126,W,4,122,POR
2015-04-01,NOP @ LAL,2015,HOME,LAL,92,L,-21,113,NOP
2015-04-01,NOP @ LAL,2015,VISITOR,NOP,113,W,21,92,LAL
2015-04-01,PHI @ WAS,2015,HOME,WAS,106,W,13,93,PHI
2015-04-01,PHI @ WAS,2015,VISITOR,PHI,93,L,-13,106,WAS
2015-04-01,SAC @ HOU,2015,HOME,HOU,115,W,4,111,SAC
2015-04-01,SAC @ HOU,2015,VISITOR,SAC,111,L,-4,115,HOU
2015-04-01,SAS @ ORL,2015,HOME,ORL,91,L,-12,103,SAS
2015-04-01,SAS @ ORL,2015,VISITOR,SAS,103,W,12,91,ORL
2015-04-01,TOR @ MIN,2015,HOME,MIN,99,L,-14,113,TOR
2015-04-01,TOR @ MIN,2015,VISITOR,TOR,113,W,14,99,MIN
2015-04-02,HOU @ DAL,2015,HOME,DAL,101,L,-7,108,HOU
2015-04-02,HOU @ DAL,2015,VISITOR,HOU,108,W,7,101,DAL
2015-04-02,MIA @ CLE,2015,HOME,CLE,114,W,26,88,MIA
2015-04-02,MIA @ CLE,2015,VISITOR,MIA,88,L,-26,114,CLE
2015-04-02,PHO @ GSW,2015,HOME,GSW,107,W,1,106,PHO
2015-04-02,PHO @ GSW,2015,VISITOR,PHO,106,L,-1,107,GSW
2015-04-03,CHA @ IND,2015,HOME,IND,93,W,19,74,CHA
2015-04-03,CHA @ IND,2015,VISITOR,CHA,74,L,-19,93,IND
2015-04-03,DEN @ SAS,2015,HOME,SAS,123,W,30,93,DEN
2015-04-03,DEN @ SAS,2015,VISITOR,DEN,93,L,-30,123,SAS
2015-04-03,DET @ CHI,2015,HOME,CHI,88,W,6,82,DET
2015-04-03,DET @ CHI,2015,VISITOR,DET,82,L,-6,88,CHI
2015-04-03,MIL @ BOS,2015,HOME,BOS,101,L,-9,110,MIL
2015-04-03,MIL @ BOS,2015,VISITOR,MIL,110,W,9,101,BOS
2015-04-03,NOP @ SAC,2015,HOME,SAC,95,L,-6,101,NOP
2015-04-03,NOP @ SAC,2015,VISITOR,NOP,101,W,6,95,SAC
2015-04-03,NYK @ WAS,2015,HOME,WAS,101,W,14,87,NYK
2015-04-03,NYK @ WAS,2015,VISITOR,NYK,87,L,-14,101,WAS
2015-04-03,OKC @ MEM,2015,HOME,MEM,100,W,8,92,OKC
2015-04-03,OKC @ MEM,2015,VISITOR,OKC,92,L,-8,100,MEM
2015-04-03,ORL @ MIN,2015,HOME,MIN,84,L,-13,97,ORL
2015-04-03,ORL @ MIN,2015,VISITOR,ORL,97,W,13,84,MIN
2015-04-03,POR @ LAL,2015,HOME,LAL,77,L,-30,107,POR
2015-04-03,POR @ LAL,2015,VISITOR,POR,107,W,30,77,LAL
2015-04-03,TOR @ BKN,2015,HOME,BKN,114,W,5,109,TOR
2015-04-03,TOR @ BKN,2015,VISITOR,TOR,109,L,-5,114,BKN
2015-04-04,BKN @ ATL,2015,HOME,ATL,131,W,32,99,BKN
2015-04-04,BKN @ ATL,2015,VISITOR,BKN,99,L,-32,131,ATL
2015-04-04,BOS @ TOR,2015,HOME,TOR,116,L,-1,117,BOS
2015-04-04,BOS @ TOR,2015,VISITOR,BOS,117,W,1,116,TOR
2015-04-04,GSW @ DAL,2015,HOME,DAL,110,L,-13,123,GSW
2015-04-04,GSW @ DAL,2015,VISITOR,GSW,123,W,13,110,DAL
2015-04-04,LAC @ DEN,2015,HOME,DEN,92,L,-15,107,LAC
2015-04-04,LAC @ DEN,2015,VISITOR,LAC,107,W,15,92,DEN
2015-04-04,MIA @ DET,2015,HOME,DET,99,W,1,98,MIA
2015-04-04,MIA @ DET,2015,VISITOR,MIA,98,L,-1,99,DET
2015-04-04,NOP @ POR,2015,HOME,POR,99,W,9,90,NOP
2015-04-04,NOP @ POR,2015,VISITOR,NOP,90,L,-9,99,POR
2015-04-04,ORL @ MIL,2015,HOME,MIL,90,L,-7,97,ORL
2015-04-04,ORL @ MIL,2015,VISITOR,ORL,97,W,7,90,MIL
2015-04-04,PHI @ CHA,2015,HOME,CHA,92,W,1,91,PHI
2015-04-04,PHI @ CHA,2015,VISITOR,PHI,91,L,-1,92,CHA
2015-04-04,UTA @ PHO,2015,HOME,PHO,87,W,2,85,UTA
2015-04-04,UTA @ PHO,2015,VISITOR,UTA,85,L,-2,87,PHO
2015-04-04,WAS @ MEM,2015,HOME,MEM,83,L,-9,92,WAS
2015-04-04,WAS @ MEM,2015,VISITOR,WAS,92,W,9,83,MEM
2015-04-05,CHI @ CLE,2015,HOME,CLE,99,W,5,94,CHI
2015-04-05,CHI @ CLE,2015,VISITOR,CHI,94,L,-5,99,CLE
2015-04-05,GSW @ SAS,2015,HOME,SAS,107,W,15,92,GSW
2015-04-05,GSW @ SAS,2015,VISITOR,GSW,92,L,-15,107,SAS
2015-04-05,HOU @ OKC,2015,HOME,OKC,112,L,-3,115,HOU
2015-04-05,HOU @ OKC,2015,VISITOR,HOU,115,W,3,112,OKC
2015-04-05,LAC @ LAL,2015,HOME,LAL,78,L,-28,106,LAC
2015-04-05,LAC @ LAL,2015,VISITOR,LAC,106,W,28,78,LAL
2015-04-05,MIA @ IND,2015,HOME,IND,112,W,23,89,MIA
2015-04-05,MIA @ IND,2015,VISITOR,MIA,89,L,-23,112,IND
2015-04-05,PHI @ NYK,2015,HOME,NYK,101,W,10,91,PHI
2015-04-05,PHI @ NYK,2015,VISITOR,PHI,91,L,-10,101,NYK
2015-04-05,UTA @ SAC,2015,HOME,SAC,95,L,-6,101,UTA
2015-04-05,UTA @ SAC,2015,VISITOR,UTA,101,W,6,95,SAC
2015-04-06,POR @ BKN,2015,HOME,BKN,106,W,10,96,POR
2015-04-06,POR @ BKN,2015,VISITOR,POR,96,L,-10,106,BKN
2015-04-07,CHA @ MIA,2015,HOME,MIA,105,W,5,100,CHA
2015-04-07,CHA @ MIA,2015,VISITOR,CHA,100,L,-5,105,MIA
2015-04-07,GSW @ NOP,2015,HOME,NOP,103,W,3,100,GSW
2015-04-07,GSW @ NOP,2015,VISITOR,GSW,100,L,-3,103,NOP
2015-04-07,LAL @ LAC,2015,HOME,LAC,105,W,5,100,LAL
2015-04-07,LAL @ LAC,2015,VISITOR,LAL,100,L,-5,105,LAC
2015-04-07,MIN @ SAC,2015,HOME,SAC,116,W,5,111,MIN
2015-04-07,MIN @ SAC,2015,VISITOR,MIN,111,L,-5,116,SAC
2015-04-07,PHO @ ATL,2015,HOME,ATL,96,W,27,69,PHO
2015-04-07,PHO @ ATL,2015,VISITOR,PHO,69,L,-27,96,ATL
2015-04-07,SAS @ OKC,2015,HOME,OKC,88,L,-25,113,SAS
2015-04-07,SAS @ OKC,2015,VISITOR,SAS,113,W,25,88,OKC
2015-04-08,ATL @ BKN,2015,HOME,BKN,111,L,-3,114,ATL
2015-04-08,ATL @ BKN,2015,VISITOR,ATL,114,W,3,111,BKN
2015-04-08,BOS @ DET,2015,HOME,DET,103,L,-10,113,BOS
2015-04-08,BOS @ DET,2015,VISITOR,BOS,113,W,10,103,DET
2015-04-08,CHI @ ORL,2015,HOME,ORL,105,W,2,103,CHI
2015-04-08,CHI @ ORL,2015,VISITOR,CHI,103,L,-2,105,ORL
2015-04-08,CLE @ MIL,2015,HOME,MIL,99,L,-5,104,CLE
2015-04-08,CLE @ MIL,2015,VISITOR,CLE,104,W,5,99,MIL
2015-04-08,HOU @ SAS,2015,HOME,SAS,110,W,12,98,HOU
2015-04-08,HOU @ SAS,2015,VISITOR,HOU,98,L,-12,110,SAS
2015-04-08,IND @ NYK,2015,HOME,NYK,86,L,-16,102,IND
